COMMENTS,STARS,English Comments,Roberta Model Polarity,Roberta Model Status,Roberta Result
Ürün gerçekten kalitesiz ve resimlerde göründüğü gibi ışıkları yok. Hiç ama hiç beğenmedim.,1,the product is really poor quality and does not have lights as shown in the pictures. i didn't like it at all.,[0.981212   0.01672566 0.00206227],Negative,True
henüz takip kullanmadım yedek olsun diye aldım ama kargo çok hızlı geldi klavye resimdekinden biraz daha ince ama tuşlari gayet kullanışlı duruyor,4,"i haven't used tracking yet, i bought it as a spare, but the shipping came very quickly. the keyboard is a little thinner than in the picture, but the keys look very useful",[0.00664765 0.04823768 0.9451147 ],Positive,True
fiyatına göre perfonması baya iyi ledleri müqq begendim,5,"i like the leds, the performance is pretty good for the price.",[0.00184837 0.0221307  0.976021  ],Positive,True
ışıklı olmasından kaynaklı tercih ettik lakin cok basit duruyor dümdüz plastik fiyatı ürün kalitesine göre yüksek,3,"we chose it because it is illuminated, but it looks very simple, the price of plastic is high compared to the quality of the product.",[0.10825047 0.40841278 0.48333666],Non Negative,True
"Ürün güzel Beğendim 100 üzerinden 90lık bir klavye , Ama tam heryerinde ışık olmadığı için beğenemedim ama ihtiyacı gideriyor tavsiye ederim iyi günler :)",4,the product is nice. i like it. it's a 90 out of 100 keyboard.,[0.00215326 0.01559475 0.982252  ],Positive,True
ürün fiyatına göre uzun süre idare edecek gibi,4,looks like it will last for a long time according to the price of the product,[0.00950669 0.2567575  0.7337357 ],Non Negative,True
Fiyat performans çok başarılı,5,price performance very good,[0.00542422 0.05032109 0.9442549 ],Positive,True
fiyata göre mülkemmel,4,property for price,[0.23944116 0.65122527 0.10933352],Non Positive,False
"Fiyatına göre ürün çok çok güzel,ışıkları da çok iyi biz çok beğendik👏",5,"according to the price, the product is very beautiful, the lights are also very good, we liked it a lot 👏",[0.00145732 0.00830851 0.99023426],Positive,True
Gayet güzel mouse u kullanmadım ama fiyata göre normal bir mouse klavye de fiyatına göre gayet iyi renkleri çok canlı değil ama renge fazla takılmazsanız gayet güzel bir ürün,3,"i did not use the mouse, which is very nice, but for the price, a normal mouse and keyboard are also very good for the price, the colors are not very vivid, but if you do not get too hung up on the color, it is a very good product.",[0.01162563 0.05479079 0.9335835 ],Positive,True
fiyat performans olarak çok iyi,4,very good price performance,[0.00783344 0.08161861 0.9105479 ],Positive,True
ÇOK BEĞENDİM VE GAYET UYGUN FİYATA ALDIM🤌🏼🙏🏼,5,i liked it a lot and got ​​it at a very reasonable price🤌🏼🙏🏼,[0.00119411 0.01152898 0.9872769 ],Positive,True
cok cabuk geldi,5,came very quickly,[0.01731598 0.4574326  0.5252514 ],Non Negative,True
mükemmel iyi kesinlikle alın 2 günde geliyor,5,excellent good definitely get it it comes in 2 days,[0.00191418 0.01584745 0.9822384 ],Positive,True
Mouse güzel ama klavye o kadar da güzel değil,4,mouse is nice but keyboard is not that good,[0.60721666 0.31304526 0.07973802],Non Positive,False
F/p bir set tavsiye ederim,5,i recommend a f/p set,[0.00652566 0.27881607 0.7146581 ],Non Negative,True
Klavye ve mouse bu fiyata göre çok iyi tavsiye ederim,5,i highly recommend the keyboard and mouse for this price.,[0.00180319 0.04417717 0.9540197 ],Positive,True
plastiği çok ucuz duruyor bir de ledin daha cafcaflı olmasını beklerdim ama bu fiyata bu ürün gayet güzel,4,the plastic looks very cheap and i expected the led to be more garish but for this price this product is very nice,[0.02510421 0.08942853 0.8854673 ],Positive,True
kalitesiz ama idare eder,4,poor quality but manageable,[0.24065828 0.62617344 0.13316819],Non Positive,False
yaklaşık 22 senedir bilgisayar kullanan bir müşteri olarak bu fiyata alınabilecek ürünün iki katı derecede ürün şiddetle ve hunharca tavsiye ederim,5,"as a customer who has been using a computer for about 22 years, i strongly and brutally recommend the product twice as much as the product that can be bought at this price.",[0.03139416 0.21971384 0.74889183],Non Negative,True
Gerçekten fiyatına göre baya iyi biraz hafif ama oyun zevkini veriyo yani ben beğendim bide ışıkları değişken olsaydı tadından yenmezdi,5,"it's really good for its price, it's a little light, but it gives you the pleasure of playing, i like it, if the bidet lights were variable, it would not be eaten.",[0.00771578 0.03636565 0.95591855],Positive,True
Fiyatına göre gayet iyi klavye alt malzemesi biraz basit rgb ışıklandırması gayet şık,5,"it's good for the price, the keyboard base material is a little simple, the rgb lighting is very stylish",[0.00176772 0.02073173 0.9775007 ],Positive,True
fiyatına göre çok iyi,5,very good for its price,[0.00821715 0.08454528 0.9072377 ],Positive,True
f/p ürünü düşünmeden alabilirsiniz,5,f/p you can buy the product without thinking,[0.0346297  0.49968922 0.4656811 ],Non Negative,True
çok iyi hızlı ve güvenilir tesekkürler,5,very good fast and reliable thanks,[0.0026879  0.02745228 0.96985996],Positive,True
Ürün ilanda göründüğü gibi kaliteli ve uygun fiyat. Tabiiki kargoyu unutmayalım hızlı ve güvenli kargo teşekkürler Trendyol,5,"the product is of good quality and at an affordable price, just as it appears in the ad. of course, let's not forget the cargo, fast and safe shipping, thanks trendyol",[0.00287692 0.03385755 0.96326554],Positive,True
klavye fena degil ama maus cok kotu almanizi onermem maus tiklamiyor bazen,1,"the keyboard is not bad, but i do not recommend buying the mouse too bad, sometimes the mouse does not click",[0.5737592  0.3612434  0.06499732],Non Positive,True
fiyatına göre bence çok uygunlar şuan sade bir fare klavye bunlardan pahalı hoş duruyorlar,5,"according to the price, i think they are very affordable, now it's a simple mouse and keyboard, they look expensive.",[0.08662965 0.403202   0.5101684 ],Non Negative,True
gayet güxel hızlı kargo çok beğendik alabilirsiniz,4,very nice fast shipping we like it very much you can buy,[0.00203707 0.01238723 0.9855756 ],Positive,True
Fiyatına göre kaliteli ve kullanışlı bir ürün,5,a quality and useful product for the price,[0.01068009 0.1759914  0.81332844],Positive,True
gayet güzel ışıkları yeterli yeğenim için aldım parasinin hakkını veriyor,5,very nice lights are enough i bought it for my nephew it's worth the money,[0.00280744 0.02932326 0.9678691 ],Positive,True
güzeldi görseldeki gibi geldi,4,"it was beautiful, just like in the picture",[0.00180465 0.01191184 0.9862836 ],Positive,True
Ürünün kullanımı çok güzel komşumuz için sipariş etmiştim ama kendime de alacağım.,5,"the product is very good to use, i ordered it for our neighbor, but i will buy it for myself.",[0.00159172 0.01537117 0.98303705],Positive,True
"Hızlı kargo, fiyatına göre gayet iyi 👍",5,"fast shipping, good for the price 👍",[0.00343591 0.05134787 0.94521606],Positive,True
fiyatına göre çok çok iyi alın aldırın,5,very very good for the price,[0.00713735 0.05294283 0.9399199 ],Positive,True
Hem fiyat hemde ürün çok kaliteli,5,both the price and the product are of very good quality.,[0.00338836 0.030455   0.9661566 ],Positive,True
Fiyata göre gayet güzel,5,pretty good for the price,[0.00786894 0.07924329 0.9128877 ],Positive,True
mekanik değil ama gerçekten işimi görüyor beğendim,5,it's not mechanical but it really does the job i like it,[0.00560321 0.04435657 0.9500403 ],Positive,True
Kaliteli ürün mekanik hisli gerçekten tavsiye ederim .,5,"quality product with a mechanical feel, i really recommend it.",[0.00378811 0.04994458 0.94626737],Positive,True
Bence ürün gayet kaliteli renkli oluşu vs gayet güzel,4,"i think the product is of good quality, the color is very nice, etc.",[0.00164571 0.01405696 0.9842974 ],Positive,True
Fiyat performans olarak iyi bir ürün teşekkürler,4,thanks for a good product for the price.,[0.00444899 0.027106   0.9684451 ],Positive,True
Bu fiyata bu performans 👏👏,5,this performance at this price 👏👏,[0.00517836 0.09776597 0.8970557 ],Positive,True
fiyat performans ürünü gayet güzel,5,price performance product is very good,[0.00388371 0.03077611 0.96534014],Positive,True
Fiyat kalite ürünü memnun kaldım,5,i am satisfied with the price quality product,[0.00599916 0.06509668 0.9289043 ],Positive,True
Hem fiyat uygun hem de kaliteli bir ürün,5,an affordable and quality product,[0.01439236 0.28155693 0.7040506 ],Non Negative,True
mause biraz küçük,4,mouse is a little small,[0.32333732 0.62205917 0.05460345],Non Positive,False
fiyatı uygun gayet kaliteli beğendim👍,5,i like the price very good quality👍,[0.00334657 0.02436252 0.9722909 ],Positive,True
Kötü ama çok ucuz,3,bad but very cheap,[0.73554575 0.23450571 0.02994844],Non Positive,True
"Fiyatına göre iyi, kullanışlı",5,"good for the price, useful",[0.01085581 0.11125616 0.8778881 ],Positive,True
Iyi urun ve uygun fiyat,5,good product and reasonable price,[0.00667646 0.07869366 0.9146299 ],Positive,True
Göründüğü gibi çok hoş hiç Bi problem yaşamadık güzel çalışıyor tavsiye ederim ve çok hızlı Bi teslimat oldu 👍,5,"it looks very nice, we didn't have any problems, it works well, i recommend it and it was a very fast delivery 👍",[0.00172601 0.00809747 0.9901767 ],Positive,True
77 tl ye aldım fiyata göre güzel.,4,"i bought it for 77 tl, it's nice for the price.",[0.00231575 0.03838883 0.9592955 ],Positive,True
fiyatına göre çok iyi,5,very good for its price,[0.00821715 0.08454528 0.9072377 ],Positive,True
fiyatına göre iyi,5,good for price,[0.04651196 0.36202043 0.5914675 ],Non Negative,True
İdare Eder Şimdilik,2,manages for now,[0.15902044 0.7467828  0.09419666],Non Negative,False
"ürün son 2 fotoğrafta görüldüğü gibi, fiyatına göre kalitesi iyi",3,"the product is as seen in the last 2 photos, the quality is good for the price",[0.00223548 0.05215206 0.9456124 ],Positive,True
Uygun Bütçe için idare eder,5,handles for affordable budget,[0.04471888 0.7404949  0.21478625],Non Negative,True
gözüktügü renklerde deil ışıkları sarı kırmızı mavi renklerinde ve sadece oldugun kısımdan ışık veriyo ama kalvye iyi tuşları çok sesli,2,"it's not in the colors it appears, its lights are in yellow red blue colors and it only gives light from the part you are in, but the keyboard is good, the keys are very loud",[0.01554089 0.1726256  0.8118336 ],Positive,False
"güzel, kaliteli Bi ürün olmuş parasına göre",5,"nice, quality product for the money",[0.01688771 0.13601778 0.84709454],Positive,True
göründüğü gibi tereddüt etmeden alabilirsiniz 👍,5,you can buy it without hesitation as it looks 👍,[0.00372686 0.06327441 0.9329987 ],Positive,True
"Ürün Anatıldığı gibiydi,, kargoda hızlı bu ürüne fiyat performans derim, ve tavsiye ediyorum.",5,"the product was as described, fast shipping, i call this product price performance, and i recommend it.",[0.00431614 0.07057881 0.9251051 ],Positive,True
Teslimat hızlı gayet iyi ama ledleri daha fazla olabilirdi.,5,the delivery is fast very good but the leds could be more.,[0.00434198 0.04175308 0.953905  ],Positive,True
Üzgünüm ama aşırı kalitesiz masadan kayıyor aynısı gelmedi gerçekten almayın.,5,"i'm sorry, but it slips off the table of extreme poor quality, it's not the same, really don't buy it.",[0.9518286  0.04357729 0.00459407],Negative,False
Aynı görselde görüldüğü gibi. Bu fiyata çok iyi bir ürün,5,same as seen in the picture. very good product for this price,[0.00434305 0.04873277 0.94692415],Positive,True
Çok güzel yav. Yeni aldım ve sürekli pc açasm geliyor baya iyi,5,very nice yo. i just bought it and it keeps coming on. it's very good.,[0.00164234 0.00675734 0.99160016],Positive,True
kullanışlı ve rengarenk 😊,5,useful and colorful,[0.57894045 0.3565926  0.06446706],Non Positive,False
urun ucuz diye almayın bir sure sonra demassızlık yapıyor ve gece tusların icnde ısık olmadıgı icin harfler gozukmuyor. TAVSİYE ETMİYORUM.,2,"don't buy the product because it's cheap. after a while, it goes without dementia and the letters are not visible at night because there is no light in the keys. i do not suggest.",[0.8624076  0.12616184 0.01143042],Negative,True
Önceki mouse ağır olduğu için bu elime çok hafif geldi ama boyut olarak tam avuç içime sığıyor. Klavye basma hissiyatı biraz farklı el alışkanlığından dolayı böyle gelmiş olabilir. Kargolama güzeldi ve çok bekletmeden bana ulaştı. Fiyatına göre normal bir ürün öyle abartılacak bir şey aramamak lazım. Klavye ışıklandırması tuştan değil alansal olarak veriyor.,5,"since the previous mouse was heavy, this one felt very light in my hand, but in terms of size, it fits perfectly in my palm. the keyboard pressing feeling may have come like this due to a slightly different hand habit. the shipping was good and it reached me in no time. it's a normal product for its price, you shouldn't look for something that will be exaggerated. the keyboard lighting is not from the key, but spatially.",[0.01661513 0.16990109 0.8134837 ],Positive,True
bazen algılamıyor ama işimizi görüyor,3,sometimes it doesn't detect it but it does our job,[0.12195751 0.6983265  0.17971599],Non Negative,True
fiyatina göre cok kaliteli klavyenin isiklari sabit onlarda mouse gibi degisse bi tık daha iyi olabilirdi 😂,5,"very good quality for the price, the lights of the keyboard are fixed, it could be a click better if they change like a mouse 😂",[0.02373292 0.1354163  0.84085083],Positive,True
1. Mause plastik kalitesi 10 üzerinden 4 veya 5 O kadar kaliteli birşey beklemeyin. Ama dpi ayarı iyi ele iyi oturuyor. 2 . Klavye tus hissiyatı iyi ama uzun süre oyunlara dayanırmi emin degilim. Ana plastik kasası sağlam görünmüyor. Ama küçük olması avantajlı bana göre . Pekiii ALMALIMIYIM BUNU DERSENIZ . Bütçe sınırlıysa belki . Ama eğer paranız varsa daha iyilerini öneririm.,3,"1. mause plastic quality 4 or 5 out of 10 don't expect something that high quality. but the dpi setting fits well in the hand. 2 . the keyboard key feel is good, but i'm not sure if it will last for a long time. its main plastic casing doesn't look solid. but being small is advantageous to me. if you tell me should i buy it? maybe if the budget is limited. but if you have the money, i recommend better ones.",[0.0876746  0.39421588 0.51810956],Non Negative,True
